model,market_suffix,prob_bin_label,prob_bin_mid,num_bets,actual_win_rate_pct,avg_pred_prob,wins_in_bin,cumulative_bets_onwards,cumulative_wins_onwards,cumulative_wr_onwards
gradient_boosting__without_odds,prob_1X_and_U25,[0.40-0.45),0.42500000000000004,9232,40.229636048526864,0.41962127614172784,3714.0,12437,4985.0,40.08201334727024
gradient_boosting__without_odds,prob_1X_and_U25,[0.45-0.50),0.475,2379,39.09205548549811,0.468955917654408,930.0,3205,1271.0,39.656786271450855
gradient_boosting__without_odds,prob_1X_and_U25,[0.50-0.55),0.525,640,41.09375,0.5207219812094246,263.0,826,341.0,41.28329297820823
gradient_boosting__without_odds,prob_1X_and_U25,[0.55-0.60),0.5750000000000001,158,43.037974683544306,0.5683125657337414,68.0,186,78.0,41.935483870967744
gradient_boosting__without_odds,prob_1X_and_U25,[0.60-0.65),0.625,28,35.714285714285715,0.6148142236703861,10.0,28,10.0,35.714285714285715
gradient_boosting__without_odds,prob_1X_and_U35,[0.05-0.10),0.07500000000000001,28,17.857142857142858,0.07864272373966474,5.0,109493,52825.0,48.24509329363521
gradient_boosting__without_odds,prob_1X_and_U35,[0.10-0.15),0.125,84,17.857142857142858,0.12669097391174142,15.0,109465,52820.0,48.25286621294478
gradient_boosting__without_odds,prob_1X_and_U35,[0.15-0.20),0.17500000000000002,208,20.673076923076923,0.1760221996634238,43.0,109381,52805.0,48.276208847971766
gradient_boosting__without_odds,prob_1X_and_U35,[0.20-0.25),0.225,468,28.63247863247863,0.22825682399096706,134.0,109173,52762.0,48.32879924523463
gradient_boosting__without_odds,prob_1X_and_U35,[0.25-0.30),0.275,982,29.429735234215887,0.2780187507998872,289.0,108705,52628.0,48.41359643070696
gradient_boosting__without_odds,prob_1X_and_U35,[0.30-0.35),0.32500000000000007,2050,32.829268292682926,0.32780377360476065,673.0,107723,52339.0,48.58665280395088
gradient_boosting__without_odds,prob_1X_and_U35,[0.35-0.40),0.375,5215,38.849472674976035,0.37967108359799734,2026.0,105673,51666.0,48.892337683230345
gradient_boosting__without_odds,prob_1X_and_U35,[0.40-0.45),0.42500000000000004,12545,44.0175368672778,0.42891957002248743,5522.0,100458,49640.0,49.413685321228776
gradient_boosting__without_odds,prob_1X_and_U35,[0.45-0.50),0.475,53328,48.98552355235524,0.4850921200546795,26123.0,87913,44118.0,50.18370434406742
gradient_boosting__without_odds,prob_1X_and_U35,[0.50-0.55),0.525,24927,50.816383840815185,0.5186500394231751,12667.0,34585,17995.0,52.0312274107272
gradient_boosting__without_odds,prob_1X_and_U35,[0.55-0.60),0.5750000000000001,7003,55.21919177495359,0.5706719841574522,3867.0,9658,5328.0,55.166701180368605
gradient_boosting__without_odds,prob_1X_and_U35,[0.60-0.65),0.625,1961,54.7679755226925,0.6198063791953903,1074.0,2655,1461.0,55.028248587570616
gradient_boosting__without_odds,prob_1X_and_U35,[0.65-0.70),0.675,580,54.82758620689655,0.6705474776497401,318.0,694,387.0,55.763688760806915
gradient_boosting__without_odds,prob_1X_and_U35,[0.70-0.75),0.7250000000000001,114,60.526315789473685,0.7177315172414245,69.0,114,69.0,60.526315789473685
gradient_boosting__without_odds,prob_1X_and_U45,[0.10-0.15),0.125,41,14.634146341463413,0.1306153506566839,6.0,109490,64946.0,59.316832587450904
gradient_boosting__without_odds,prob_1X_and_U45,[0.15-0.20),0.17500000000000002,81,28.39506172839506,0.17878980068038627,23.0,109449,64940.0,59.33357088689709
gradient_boosting__without_odds,prob_1X_and_U45,[0.20-0.25),0.225,174,27.586206896551722,0.2254962048301549,48.0,109368,64917.0,59.35648452929559
gradient_boosting__without_odds,prob_1X_and_U45,[0.25-0.30),0.275,320,31.874999999999996,0.278732301362935,102.0,109194,64869.0,59.40711028078466
gradient_boosting__without_odds,prob_1X_and_U45,[0.30-0.35),0.32500000000000007,612,33.006535947712415,0.3275677363884576,202.0,108874,64767.0,59.48803203703363
gradient_boosting__without_odds,prob_1X_and_U45,[0.35-0.40),0.375,1009,36.47175421209118,0.37752814630100684,368.0,108262,64565.0,59.63773069036227
gradient_boosting__without_odds,prob_1X_and_U45,[0.40-0.45),0.42500000000000004,1991,42.74234053239578,0.42787653255230573,851.0,107253,64197.0,59.85566837291264
gradient_boosting__without_odds,prob_1X_and_U45,[0.45-0.50),0.475,4098,48.02342606149341,0.4790615527991061,1968.0,105262,63346.0,60.1793619729817
gradient_boosting__without_odds,prob_1X_and_U45,[0.50-0.55),0.525,9825,53.50636132315522,0.5286773885667421,5257.0,101164,61378.0,60.67178047526788
gradient_boosting__without_odds,prob_1X_and_U45,[0.55-0.60),0.5750000000000001,23463,59.13992243106168,0.5834518456044466,13876.0,91339,56121.0,61.44253823667874
gradient_boosting__without_odds,prob_1X_and_U45,[0.60-0.65),0.625,50597,60.77633061248691,0.61630583852313,30751.0,67876,42245.0,62.23849372384937
gradient_boosting__without_odds,prob_1X_and_U45,[0.65-0.70),0.675,12394,65.78182991770211,0.6694657039387742,8153.0,17279,11494.0,66.52005324382198
gradient_boosting__without_odds,prob_1X_and_U45,[0.70-0.75),0.7250000000000001,3791,68.10867844895806,0.7196800656571066,2582.0,4885,3341.0,68.39303991811668
gradient_boosting__without_odds,prob_1X_and_U45,[0.75-0.80),0.775,943,68.9289501590668,0.7695199150700763,650.0,1094,759.0,69.37842778793419
gradient_boosting__without_odds,prob_1X_and_U45,[0.80-0.85),0.8250000000000001,151,72.18543046357617,0.8166960370465506,109.0,151,109.0,72.18543046357617
gradient_boosting__without_odds,prob_A,[0.00-0.05),0.025,307,3.5830618892508146,0.03740056979362286,11.0,109500,34285.0,31.310502283105023
gradient_boosting__without_odds,prob_A,[0.05-0.10),0.07500000000000001,1251,7.434052757793765,0.07789158433362325,93.0,109193,34274.0,31.38845896714991
gradient_boosting__without_odds,prob_A,[0.10-0.15),0.125,1983,14.725163893091276,0.12645489368386423,292.0,107942,34181.0,31.666079931815233
gradient_boosting__without_odds,prob_A,[0.15-0.20),0.17500000000000002,4163,20.46601008887821,0.1796210135225257,852.0,105959,33889.0,31.983125548561237
gradient_boosting__without_odds,prob_A,[0.20-0.25),0.225,12389,24.045524255387843,0.22914448701209716,2979.0,101796,33037.0,32.4541239341428
gradient_boosting__without_odds,prob_A,[0.25-0.30),0.275,28098,29.155100007117944,0.28232721656957654,8192.0,89407,30058.0,33.619291554352564
gradient_boosting__without_odds,prob_A,[0.30-0.35),0.32500000000000007,39018,31.357322261520327,0.31194562817528243,12235.0,61309,21866.0,35.66523675153729
gradient_boosting__without_odds,prob_A,[0.35-0.40),0.375,11291,37.924010273669296,0.37252058581532477,4282.0,22291,9631.0,43.20577811672873
gradient_boosting__without_odds,prob_A,[0.40-0.45),0.42500000000000004,5051,41.47693526034449,0.4229249199161994,2095.0,11000,5349.0,48.627272727272725
gradient_boosting__without_odds,prob_A,[0.45-0.50),0.475,2529,48.31949387109529,0.473082431772642,1222.0,5949,3254.0,54.69826861657422
gradient_boosting__without_odds,prob_A,[0.50-0.55),0.525,1316,53.11550151975683,0.5227295649359522,699.0,3420,2032.0,59.41520467836258
gradient_boosting__without_odds,prob_A,[0.55-0.60),0.5750000000000001,827,58.64570737605804,0.573426477192402,485.0,2104,1333.0,63.35551330798479
gradient_boosting__without_odds,prob_A,[0.60-0.65),0.625,541,62.661737523105366,0.6232342486674903,339.0,1277,848.0,66.40563821456539
gradient_boosting__without_odds,prob_A,[0.65-0.70),0.675,363,66.94214876033058,0.6716801360751717,243.0,736,509.0,69.15760869565217
gradient_boosting__without_odds,prob_A,[0.70-0.75),0.7250000000000001,166,69.27710843373494,0.7231556654473287,115.0,373,266.0,71.31367292225201
gradient_boosting__without_odds,prob_A,[0.75-0.80),0.775,129,72.09302325581395,0.7717012736658209,93.0,207,151.0,72.94685990338165
gradient_boosting__without_odds,prob_A,[0.80-0.85),0.8250000000000001,55,72.72727272727273,0.8244426286240811,40.0,78,58.0,74.35897435897436
gradient_boosting__without_odds,prob_A,[0.85-0.90),0.875,23,78.26086956521739,0.8687778441339754,18.0,23,18.0,78.26086956521739
gradient_boosting__without_odds,prob_A_and_BTTS_N,[0.00-0.05),0.025,1623,3.0191004313000613,0.034176680927751835,49.0,109492,18293.0,16.707156687246556
gradient_boosting__without_odds,prob_A_and_BTTS_N,[0.05-0.10),0.07500000000000001,5798,9.830976198689203,0.08094045290568448,570.0,107869,18244.0,16.913107565658343
gradient_boosting__without_odds,prob_A_and_BTTS_N,[0.10-0.15),0.125,33982,14.175151550821022,0.13149311582778841,4817.0,102071,17674.0,17.31539810524047
gradient_boosting__without_odds,prob_A_and_BTTS_N,[0.15-0.20),0.17500000000000002,55366,17.42946934942022,0.16362856236011497,9650.0,68089,12857.0,18.882638899087958
gradient_boosting__without_odds,prob_A_and_BTTS_N,[0.20-0.25),0.225,8516,22.592766557069048,0.2195209568642012,1924.0,12723,3207.0,25.20631926432445
gradient_boosting__without_odds,prob_A_and_BTTS_N,[0.25-0.30),0.275,2277,25.823451910408433,0.27130232394736525,588.0,4207,1283.0,30.496791062514855
gradient_boosting__without_odds,prob_A_and_BTTS_N,[0.30-0.35),0.32500000000000007,1038,31.88824662813102,0.3217844843622256,331.0,1930,695.0,36.01036269430052
gradient_boosting__without_odds,prob_A_and_BTTS_N,[0.35-0.40),0.375,507,40.03944773175542,0.37257603263903993,203.0,892,364.0,40.80717488789238
gradient_boosting__without_odds,prob_A_and_BTTS_N,[0.40-0.45),0.42500000000000004,250,40.0,0.4213742748178653,100.0,385,161.0,41.81818181818181
gradient_boosting__without_odds,prob_A_and_BTTS_N,[0.45-0.50),0.475,92,48.91304347826087,0.4691371777971235,45.0,135,61.0,45.18518518518518
gradient_boosting__without_odds,prob_A_and_BTTS_N,[0.50-0.55),0.525,43,37.2093023255814,0.5195858179930806,16.0,43,16.0,37.2093023255814
gradient_boosting__without_odds,prob_A_and_BTTS_Y,[0.00-0.05),0.025,1720,4.651162790697675,0.03499410767577875,80.0,109495,15986.0,14.599753413397872
gradient_boosting__without_odds,prob_A_and_BTTS_Y,[0.05-0.10),0.07500000000000001,7775,9.234726688102894,0.08098843354510811,718.0,107775,15906.0,14.758524704244955
gradient_boosting__without_odds,prob_A_and_BTTS_Y,[0.10-0.15),0.125,59793,13.628685632097405,0.13650298360937274,8149.0,100000,15188.0,15.187999999999999
gradient_boosting__without_odds,prob_A_and_BTTS_Y,[0.15-0.20),0.17500000000000002,29122,16.00508206853925,0.16728846919610263,4661.0,40207,7039.0,17.50690178327157
gradient_boosting__without_odds,prob_A_and_BTTS_Y,[0.20-0.25),0.225,7909,19.80022758882286,0.2193700540531387,1566.0,11085,2378.0,21.452413170951736
gradient_boosting__without_odds,prob_A_and_BTTS_Y,[0.25-0.30),0.275,2340,24.957264957264957,0.2703642092797084,584.0,3176,812.0,25.56675062972292
gradient_boosting__without_odds,prob_A_and_BTTS_Y,[0.30-0.35),0.32500000000000007,608,26.973684210526315,0.3193334532954295,164.0,836,228.0,27.27272727272727
gradient_boosting__without_odds,prob_A_and_BTTS_Y,[0.35-0.40),0.375,170,26.47058823529412,0.36943203918326517,45.0,228,64.0,28.07017543859649
gradient_boosting__without_odds,prob_A_and_BTTS_Y,[0.40-0.45),0.42500000000000004,58,32.758620689655174,0.41859446459982935,19.0,58,19.0,32.758620689655174
gradient_boosting__without_odds,prob_A_and_O15,[0.00-0.05),0.025,910,4.395604395604396,0.03460902713087205,40.0,109488,26067.0,23.80808855765015
gradient_boosting__without_odds,prob_A_and_O15,[0.05-0.10),0.07500000000000001,2745,9.508196721311474,0.07727832723422111,261.0,108578,26027.0,23.970785978743393
gradient_boosting__without_odds,prob_A_and_O15,[0.10-0.15),0.125,6605,15.261165783497352,0.12992710677360236,1008.0,105833,25766.0,24.345903451664412
gradient_boosting__without_odds,prob_A_and_O15,[0.15-0.20),0.17500000000000002,18077,18.86928140731316,0.17632405849653246,3411.0,99228,24758.0,24.950618776958116
gradient_boosting__without_odds,prob_A_and_O15,[0.20-0.25),0.225,55355,23.275223557040917,0.2222012395827535,12884.0,81151,21347.0,26.305282744513313
