model,market_suffix,prob_bin_label,prob_bin_mid,num_bets,actual_win_rate_pct,avg_pred_prob
poisson_pca_without_odds,prob_A_and_O15,[0.15-0.20),0.17500000000000002,22730,16.95556533216014,0.17580436411306696
poisson_pca_without_odds,prob_A_and_O15,[0.20-0.25),0.225,28462,22.79530602206451,0.22677784835541037
poisson_pca_without_odds,prob_A_and_O15,[0.25-0.30),0.275,15569,28.775130066157107,0.27316433135115303
poisson_pca_without_odds,prob_A_and_O15,[0.30-0.35),0.32500000000000007,9342,33.22628987368872,0.32279506907993694
poisson_pca_without_odds,prob_A_and_O15,[0.35-0.40),0.375,5568,39.349856321839084,0.3730608639895821
poisson_pca_without_odds,prob_A_and_O15,[0.40-0.45),0.42500000000000004,3204,43.445692883895134,0.4225812660881059
poisson_pca_without_odds,prob_A_and_O15,[0.45-0.50),0.475,1945,48.63753213367609,0.4732893981629106
poisson_pca_without_odds,prob_A_and_O15,[0.50-0.55),0.525,1145,52.75109170305677,0.5225148225676541
poisson_pca_without_odds,prob_A_and_O15,[0.55-0.60),0.5750000000000001,722,55.26315789473685,0.572420486482089
poisson_pca_without_odds,prob_A_and_O15,[0.60-0.65),0.625,423,63.35697399527187,0.6236316804540011
poisson_pca_without_odds,prob_A_and_O15,[0.65-0.70),0.675,288,60.763888888888886,0.6741366257140864
poisson_pca_without_odds,prob_A_and_O15,[0.70-0.75),0.7250000000000001,143,69.23076923076923,0.72475222431069
poisson_pca_without_odds,prob_A_and_O15,[0.75-0.80),0.775,92,65.21739130434783,0.7735016760568508
poisson_pca_without_odds,prob_A_and_O15,[0.80-0.85),0.8250000000000001,43,69.76744186046511,0.8225701856387772
poisson_pca_without_odds,prob_A_and_O15,[0.85-0.90),0.875,28,75.0,0.8663699329779245
poisson_pca_without_odds,prob_H_and_U15,[0.00-0.05),0.025,3529,3.7687730235194103,0.03743057046337622
poisson_pca_without_odds,prob_H_and_U15,[0.05-0.10),0.07500000000000001,56613,8.344373200501652,0.08452765904628767
poisson_pca_without_odds,prob_H_and_U15,[0.10-0.15),0.125,49201,11.784313326964899,0.11447709979117594
poisson_pca_without_odds,prob_H_and_U15,[0.15-0.20),0.17500000000000002,418,15.550239234449762,0.1557827321404075
